"date","lon.x","lat.x","chla","o2","productivity","distance_km.x","lon.y","lat.y","temp","ssh","u","v","salinity","mixed_layer","distance_km.y","EKE"
2010-01-01,-57.9464285714286,-61.4642857142857,0.615691027470997,357.787100655692,12.5279854365758,26.8464016060152,-57.9361047744751,-61.4583334287008,1.22157050122817,-1.62196467121442,0.0621662034342686,0.053422651005288,34.0741827964783,10.5695772488912,26.40696463556,37.1174818818479
2010-01-02,-57.9464285714286,-61.4642857142857,0.572733676859311,357.912891932896,11.8869439874377,26.8464016060152,-57.9361047744751,-61.4583334287008,1.45941345095634,-1.62334563831488,0.0641041290635864,0.0477919858880341,34.0754926045736,10.5301574468613,26.40696463556,35.1022482336401
2010-01-03,-57.9464285714286,-61.4642857142857,0.564622404319899,357.133004324777,10.6015551771436,26.8464016060152,-57.9361047744751,-61.4583334287008,1.23223366638025,-1.61951047976812,0.0707113863589863,0.0135451317764819,34.0736233393351,10.7018241882324,26.40696463556,34.3414185872245
2010-01-04,-57.9464285714286,-61.4642857142857,0.656001171895436,354.895416259766,6.3436575957707,26.8464016060152,-57.9361047744751,-61.4583334287008,0.862923083951076,-1.63229773739974,0.0824813583555321,-0.0137791073260208,34.056672890981,19.525489060084,26.40696463556,38.0033775255004
2010-01-05,-57.9464285714286,-61.4642857142857,0.627429849335125,351.706246512277,9.22656522478376,26.8464016060152,-57.9361047744751,-61.4583334287008,0.710550268987815,-1.64112776418527,0.0129042427365979,-0.00245165377855301,34.0507472356161,26.7507464488347,26.40696463556,101.759620837811
2010-01-06,-57.9464285714286,-61.4642857142857,0.576020332319396,349.783275059291,9.49885034561157,26.8464016060152,-57.9361047744751,-61.4583334287008,0.644337313373884,-1.64028341074785,0.001103752416869,0.0314798426193496,34.054879728953,30.9432268063227,26.40696463556,108.384037273603
2010-01-07,-57.9464285714286,-61.4642857142857,0.533673194902284,349.248467581613,9.00245298658099,26.8464016060152,-57.9361047744751,-61.4583334287008,0.721890945732593,-1.63748587767283,0.0101321445157131,0.0711691638454795,34.0629795392354,26.3705367326736,26.40696463556,98.4706251188688
2010-01-08,-57.9464285714286,-61.4642857142857,0.497067606874875,348.825657435826,8.66158298083714,26.8464016060152,-57.9361047744751,-61.4583334287008,0.80072635859251,-1.63440097173055,-0.00102745707457264,0.0361898655692736,34.0651158332825,23.6238706032435,26.40696463556,111.056448636979
2010-01-09,-57.9464285714286,-61.4642857142857,0.471707935844149,347.888665335519,8.43820149557931,26.8464016060152,-57.9361047744751,-61.4583334287008,0.79798579638203,-1.62866857548555,-0.0163731801323593,0.0198217720103761,34.0622421264648,26.6121415376663,26.40696463556,137.684297650649
2010-01-10,-57.9464285714286,-61.4642857142857,0.449309866343226,347.043025425502,8.32693174907139,26.8464016060152,-57.9361047744751,-61.4583334287008,0.884682781000932,-1.62468337217967,-0.0116173787973821,0.0453047275232772,34.0624328613281,22.2174759705861,26.40696463556,127.085722900485
2010-01-11,-57.9464285714286,-61.4642857142857,0.436422152178628,346.92508152553,8.23426154681614,26.8464016060152,-57.9361047744751,-61.4583334287008,1.01795100818078,-1.62982574204604,0.0238196959408621,0.0343740146917601,34.0591396331787,16.7521192948023,26.40696463556,77.3203961899352
2010-01-12,-57.9464285714286,-61.4642857142857,0.433110379746982,346.097392490932,7.95434771265302,26.8464016060152,-57.9361047744751,-61.4583334287008,0.965617867310842,-1.63381349047025,-0.00734987414131562,-0.0269478437490761,34.0500731150309,23.9951792796453,26.40696463556,145.502514439551
2010-01-13,-57.9464285714286,-61.4642857142857,0.434795454144478,344.611097063337,7.16022232600621,26.8464016060152,-57.9361047744751,-61.4583334287008,0.893581973512967,-1.63120670219262,-0.0375988035462797,-0.0151727857689063,34.0387049357096,32.4360905647278,26.40696463556,189.354100557311
2010-01-14,-57.9464285714286,-61.4642857142857,0.412053031580789,342.921855381557,4.54500734806061,26.8464016060152,-57.9361047744751,-61.4583334287008,0.854719706376394,-1.62939847211043,0.0277769294256965,-0.0456811220695575,34.0227207501729,34.0561149676641,26.40696463556,112.208862200374
2010-01-15,-57.9464285714286,-61.4642857142857,0.416358404925891,342.478975568499,7.72139171191624,26.8464016060152,-57.9361047744751,-61.4583334287008,0.879799816012383,-1.63866338729858,0.0795566674632331,0.0510930713266134,34.0210549990336,29.3651655673981,26.40696463556,23.5433748208995
2010-01-16,-57.9464285714286,-61.4642857142857,0.441991005625044,343.017721993583,8.54993302481515,26.8464016060152,-57.9361047744751,-61.4583334287008,0.98033389399449,-1.64497563739618,0.0794295076901714,0.0273649302932123,34.031711101532,22.7426486889521,26.40696463556,24.7523246492083
2010-01-17,-57.9464285714286,-61.4642857142857,0.446834023509707,342.849744524275,7.94909565789359,26.8464016060152,-57.9361047744751,-61.4583334287008,1.02888884097338,-1.63614816168944,0.0844904928157727,-0.0153101189682881,34.0228734016418,21.8181921164195,26.40696463556,37.6068118133968
2010-01-18,-57.9464285714286,-61.4642857142857,0.443844501461302,342.223447527204,7.19247899736677,26.8464016060152,-57.9361047744751,-61.4583334287008,1.06253854731719,-1.6296070198218,0.0990579951864978,0.00072227135921518,34.0045115152995,21.4265377918879,26.40696463556,21.2277090583153
2010-01-19,-57.9464285714286,-61.4642857142857,0.447581086839948,341.94303894043,8.66144268853324,26.8464016060152,-57.9361047744751,-61.4583334287008,1.20651876976093,-1.62995035549005,0.0981831315283974,0.0120802434161305,33.9803636550903,14.2546877543132,26.40696463556,17.3923257854503
2010-01-20,-57.9464285714286,-61.4642857142857,0.448988058737346,341.937401907785,8.44218877383641,26.8464016060152,-57.9361047744751,-61.4583334287008,1.43544421295325,-1.62948240339756,0.0876186411206921,0.0269325848979255,33.9625486373901,12.5710831721624,26.40696463556,19.5609896962219
2010-01-21,-57.9464285714286,-61.4642857142857,0.43538490150656,341.415808541434,5.91458143506731,26.8464016060152,-57.9361047744751,-61.4583334287008,1.41790218055248,-1.6273206760486,0.0772118290886283,-0.0193080436438322,33.942368443807,12.6359350840251,26.40696463556,44.9295277975535
2010-01-22,-57.9464285714286,-61.4642857142857,0.424731718642371,340.678573608398,6.53490022250584,26.8464016060152,-57.9361047744751,-61.4583334287008,1.38894010782242,-1.63402966062228,0.0957060457828144,0.0304676453582942,33.9337724367778,13.6061693906784,26.40696463556,14.4811747973037
2010-01-23,-57.9464285714286,-61.4642857142857,0.439253755978176,340.785489763532,8.51210260391235,26.8464016060152,-57.9361047744751,-61.4583334287008,1.4805505712827,-1.64391257166862,0.0790480255149305,0.0727662990490596,33.9354382832845,10.8251699447632,26.40696463556,27.7868664845208
2010-01-24,-57.9464285714286,-61.4642857142857,0.474964784724372,341.47721862793,9.45175463812692,26.8464016060152,-57.9361047744751,-61.4583334287008,1.47354352176189,-1.64696696698666,0.0969267865332464,0.106362091811995,33.950137869517,13.4154288848241,26.40696463556,32.4141028014905
2010-01-25,-57.9464285714286,-61.4642857142857,0.504221015742847,341.951468331473,9.10464228902544,26.8464016060152,-57.9361047744751,-61.4583334287008,1.43633535504341,-1.64424319267273,0.0938800213237603,0.0648823509924114,33.9624216079712,16.685995833079,26.40696463556,16.7283975177327
2010-01-26,-57.9464285714286,-61.4642857142857,0.530895807913372,342.254856654576,9.06415479523795,26.8464016060152,-57.9361047744751,-61.4583334287008,1.47553332944711,-1.64462721347809,0.134159367252141,0.0359202854024867,33.9644052187602,14.3208112955093,26.40696463556,1.25396426007484
2010-01-27,-57.9464285714286,-61.4642857142857,0.56122582086495,342.709926060268,9.70899363926479,26.8464016060152,-57.9361047744751,-61.4583334287008,1.67948242425919,-1.64984842340151,0.0999379459147652,0.0411592965635161,33.9466155370077,10.78956498305,26.40696463556,11.4951894155468
2010-01-28,-57.9464285714286,-61.4642857142857,0.559751029525484,342.92011151995,10.5377326011658,26.8464016060152,-57.9361047744751,-61.4583334287008,1.73169348935286,-1.64804783066114,0.0568254637842377,0.0262408314272761,33.9533422470093,10.5822932720184,26.40696463556,42.9553882022894
2010-01-29,-57.9464285714286,-61.4642857142857,0.528728463820049,342.687702723912,8.56055573054722,26.8464016060152,-57.9361047744751,-61.4583334287008,1.53665580153465,-1.64328186114629,-0.0155542672301332,0.018835006809483,33.9829454421997,19.8433901786804,26.40696463556,136.586214320761
2010-01-30,-57.9464285714286,-61.4642857142857,0.500365817121097,341.959350585938,7.68562528065273,26.8464016060152,-57.9361047744751,-61.4583334287008,1.49586475988229,-1.63716289500395,0.0283466079582771,0.0613065990308921,33.9946949958801,23.4229571421941,26.40696463556,72.8558049706319
2010-01-31,-57.9464285714286,-61.4642857142857,0.498037489397185,341.990325927734,5.36168888636998,26.8464016060152,-57.9361047744751,-61.4583334287008,1.47035738925139,-1.63381094932556,0.0674662520488103,0.0252998441768189,33.9952925999959,22.7858832597733,26.40696463556,34.0117779040031
2010-02-01,-57.9464285714286,-61.4642857142857,0.506148440497262,342.176993233817,7.52954687391009,26.8464016060152,-57.9361047744751,-61.4583334287008,1.69010896881421,-1.62924334506194,0.0477258630407353,0.0327311012893915,33.9918719291687,15.6025887648265,26.40696463556,50.7088605645311
2010-02-02,-57.9464285714286,-61.4642857142857,0.500465569751603,342.076708112444,6.8552748135158,26.8464016060152,-57.9361047744751,-61.4583334287008,1.6110538204511,-1.64558092057705,-0.00575782641147574,0.02024394441396,33.9926602363586,13.4586632569631,26.40696463556,120.718681407031
2010-02-03,-57.9464285714286,-61.4642857142857,0.482870715005057,341.547698974609,5.73074977738517,26.8464016060152,-57.9361047744751,-61.4583334287008,1.57781916856766,-1.65119632383188,0.0179754020025333,-0.00471511002009114,33.9932451883952,17.3993660847346,26.40696463556,96.1232745996332
2010-02-04,-57.9464285714286,-61.4642857142857,0.4544694849423,340.839623587472,3.74399759088244,26.8464016060152,-57.9361047744751,-61.4583334287008,1.53343304296335,-1.63671529193719,-0.0590787484621008,-0.0170242415120204,33.988069820404,18.9354643980662,26.40696463556,232.597483340072
2010-02-05,-57.9464285714286,-61.4642857142857,0.441188448241779,340.790754045759,3.88364470005035,26.8464016060152,-57.9361047744751,-61.4583334287008,1.23845945199331,-1.63277331491311,-0.138350575913986,0.0155796989177664,34.0068514506022,32.3381771087646,26.40696463556,413.450212660998
2010-02-06,-57.9464285714286,-61.4642857142857,0.444337591528893,340.148755754743,6.65559094292777,26.8464016060152,-57.9361047744751,-61.4583334287008,1.17468186318874,-1.63171788255374,-0.0941496011490623,0.0198675502091646,34.0050585110982,35.2018308321635,26.40696463556,295.610629510376
2010-02-07,-57.9464285714286,-61.4642857142857,0.43950572184154,339.987503051758,5.97413257190159,26.8464016060152,-57.9361047744751,-61.4583334287008,1.2362132837375,-1.62038534581661,-0.0610726239780585,-0.0278532267237703,33.9925586064657,31.4060910860697,26.40696463556,243.932439306309
2010-02-08,-57.9464285714286,-61.4642857142857,0.421879942928042,339.370546613421,3.90807923248836,26.8464016060152,-57.9361047744751,-61.4583334287008,1.23136694828669,-1.61984872420629,-0.0807977537624538,-0.0702688680030406,33.9890234947205,34.8254357973735,26.40696463556,326.533716474671
2010-02-09,-57.9464285714286,-61.4642857142857,0.398054248520306,338.219270978655,3.22832213129316,26.8464016060152,-57.9361047744751,-61.4583334287008,1.22978608012199,-1.62398906946182,-0.0917538985299567,-0.0536718851265808,33.9829071362813,35.002188762029,26.40696463556,334.598992591049
2010-02-10,-57.9464285714286,-61.4642857142857,0.375214795981135,337.036614554269,3.3385112285614,26.8464016060152,-57.9361047744751,-61.4583334287008,1.21215859055519,-1.62949766218662,-0.129551072449734,-0.0566372672406336,33.973344707489,34.6537691911062,26.40696463556,435.227487591002
2010-02-11,-57.9464285714286,-61.4642857142857,0.374042966536113,336.582493373326,5.91777658462524,26.8464016060152,-57.9361047744751,-61.4583334287008,1.2432874729236,-1.62788018385569,-0.0410423088197907,0.00766014577820897,33.9641002655029,30.3226839065552,26.40696463556,184.903200893466
2010-02-12,-57.9464285714286,-61.4642857142857,0.380231090954372,337.302932739258,6.9579746723175,26.8464016060152,-57.9361047744751,-61.4583334287008,1.55199439724286,-1.62121697068214,-0.000590024857471387,-0.0133416750157873,33.9597767829895,19.9997975111008,26.40696463556,126.520872346799
2010-02-13,-57.9464285714286,-61.4642857142857,0.384693122335843,337.97826058524,6.52206400462559,26.8464016060152,-57.9361047744751,-61.4583334287008,1.51539049645265,-1.60735648274422,-0.00709555360178153,-0.0231533756790062,33.9539656639099,11.8004908323288,26.40696463556,142.489741709797
2010-02-14,-57.9464285714286,-61.4642857142857,0.388796591332981,338.110135759626,6.13521480560303,26.8464016060152,-57.9361047744751,-61.4583334287008,1.36475724677245,-1.59465824266275,-0.0349487795184056,-0.0159560938986639,33.9512442906698,25.4600677808126,26.40696463556,184.942225499064
2010-02-15,-57.9464285714286,-61.4642857142857,0.387946537562779,338.429425920759,5.91347762516567,26.8464016060152,-57.9361047744751,-61.4583334287008,1.32806789577007,-1.59301278591156,-0.0191859693576892,0.0185501673569282,33.9509644508362,31.6705847263336,26.40696463556,142.656829550407
2010-02-16,-57.9464285714286,-61.4642857142857,0.398387747151511,339.186689104353,5.66533051218305,26.8464016060152,-57.9361047744751,-61.4583334287008,1.364604656895,-1.59703868528207,0.0514847255001466,0.0272428561933339,33.949209690094,30.6583874225616,26.40696463556,47.7844476802913
2010-02-17,-57.9464285714286,-61.4642857142857,0.428025469183922,340.043694632394,5.31358880656106,26.8464016060152,-57.9361047744751,-61.4583334287008,1.37140417695045,-1.60264137188594,0.0891496524214745,0.0541449224265913,33.9512317657471,32.6077573299408,26.40696463556,17.7208218337096
