Input file,Event Number,Species Code,Call,Start time,End time,Median Peak Frequency (kHz),Median ICI (ms),Median Duration (us),Median Center Frequency (kHz),Click Count,Comments
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 4:55:52,5/5/2014 5:02:30,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 5:23:19,5/5/2014 5:32:24,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/5/2014 5:41:25,5/5/2014 5:45:03,37.11,68.57,295.00,43.17,387,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 5:50:02,5/5/2014 10:44:38,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 11:01:36,5/5/2014 11:21:32,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 12:21:59,5/5/2014 12:21:59,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 13:28:46,5/5/2014 18:33:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/5/2014 18:56:46,5/5/2014 22:09:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 14:13:11,5/6/2014 14:32:08,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 14:51:21,5/6/2014 15:14:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 15:40:00,5/6/2014 15:55:58,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 16:12:27,5/6/2014 18:52:59,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/6/2014 19:16:26,5/6/2014 19:38:51,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 19:20:07,5/6/2014 19:36:37,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 20:56:55,5/6/2014 20:57:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 21:15:48,5/6/2014 21:23:25,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 22:50:28,5/6/2014 23:04:38,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/6/2014 23:26:54,5/7/2014 2:52:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 3:08:13,5/7/2014 3:13:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 3:29:34,5/7/2014 3:54:35,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 4:19:36,5/7/2014 4:20:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 6:03:33,5/7/2014 6:07:45,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 6:27:09,5/7/2014 7:24:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 7:44:25,5/7/2014 8:06:56,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 15:58:08,5/7/2014 16:15:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 16:35:09,5/7/2014 16:38:44,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 16:54:01,5/7/2014 16:56:29,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/7/2014 17:17:09,5/7/2014 20:23:05,,,,,,
Antarc01EI,jst_bw123,BW37,Clicks,5/8/2014 0:09:59,5/8/2014 0:11:14,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/8/2014 3:10:24,5/8/2014 3:23:43,36.33,56.62,315.00,43.74,1735,
Antarc01EI,Nposdaljian,Pm,regular-click,5/8/2014 11:38:13,5/8/2014 11:57:17,,,,,,
Antarc01EI,jst_bw125,BW37,Clicks,5/9/2014 6:27:44,5/9/2014 6:28:59,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/9/2014 6:50:47,5/9/2014 6:50:51,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/9/2014 7:26:08,5/9/2014 7:49:23,,,,,,
Antarc01EI,jst_bw126,BW37,Clicks,5/9/2014 7:29:54,5/9/2014 7:31:09,,,,,,
Antarc01EI,jst_bw127,BW37,Clicks,5/9/2014 15:39:46,5/9/2014 15:43:31,,,,,,
Antarc01EI,jst_bw128,BW37,Clicks,5/9/2014 21:08:00,5/9/2014 21:15:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/9/2014 22:57:10,5/9/2014 23:27:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/9/2014 23:50:38,5/10/2014 1:00:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 1:17:39,5/10/2014 1:42:51,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 1:58:19,5/10/2014 2:47:15,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 3:02:55,5/10/2014 3:13:58,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 3:31:41,5/10/2014 6:19:34,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 6:40:39,5/10/2014 6:53:25,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/10/2014 19:00:45,5/11/2014 1:35:32,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 1:51:28,5/11/2014 2:06:45,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 2:27:45,5/11/2014 2:42:53,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 3:38:08,5/11/2014 3:40:18,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 4:14:32,5/11/2014 4:24:13,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 4:45:58,5/11/2014 4:48:13,,,,,,
Antarc01EI,jst_bw129,BW37,Clicks,5/11/2014 5:27:36,5/11/2014 5:31:21,,,,,,
Antarc01EI,jst_bw130,BW37,Clicks,5/11/2014 5:33:49,5/11/2014 5:35:04,,,,,,
Antarc01EI,jst_bw131,BW37,Clicks,5/11/2014 11:16:59,5/11/2014 11:26:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 19:16:23,5/11/2014 20:15:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/11/2014 21:19:34,5/12/2014 1:39:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 1:56:04,5/12/2014 2:01:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 4:13:04,5/12/2014 4:16:16,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 4:40:30,5/12/2014 4:59:10,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 5:57:27,5/12/2014 5:58:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 6:55:15,5/12/2014 7:05:24,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/12/2014 8:23:24,5/12/2014 8:24:13,33.59,52.84,140.00,41.16,117,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 8:51:30,5/12/2014 8:51:32,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 9:08:33,5/12/2014 9:14:27,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 9:59:27,5/12/2014 10:26:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 11:16:05,5/12/2014 13:08:16,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 13:27:04,5/12/2014 14:00:43,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 14:17:20,5/12/2014 14:38:30,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 15:40:08,5/12/2014 15:40:13,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/12/2014 16:00:03,5/12/2014 16:01:08,,,,,,
Antarc01EI,jst_bw132,BW37,Clicks,5/12/2014 20:40:00,5/12/2014 20:51:11,,,,,,
Antarc01EI,jst_bw133,BW37,Clicks,5/13/2014 4:46:09,5/13/2014 4:52:22,,,,,,
Antarc01EI,jst_bw134,BW37,Clicks,5/13/2014 6:45:31,5/13/2014 6:49:14,,,,,,
Antarc01EI,jst_bw135,BW37,Clicks,5/13/2014 6:50:29,5/13/2014 6:54:12,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/13/2014 13:33:33,5/13/2014 13:33:39,,,,,,
Antarc01EI,jst_bw136,BW37,Clicks,5/13/2014 14:47:55,5/13/2014 14:51:40,,,,,,
Antarc01EI,jst_bw137,BW37,Clicks,5/13/2014 14:54:08,5/13/2014 14:55:23,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/13/2014 17:49:41,5/13/2014 17:56:04,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/13/2014 19:08:21,5/13/2014 19:23:18,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/13/2014 19:49:41,5/13/2014 20:47:35,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/13/2014 21:14:32,5/13/2014 22:45:04,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/13/2014 22:50:59,5/13/2014 23:06:02,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/13/2014 23:29:50,5/13/2014 23:41:38,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 0:18:48,5/14/2014 0:31:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 1:07:59,5/14/2014 1:07:59,,,,,,
Antarc01EI,jst_bw138,BW37,Clicks,5/14/2014 3:03:59,5/14/2014 3:05:14,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 5:43:50,5/14/2014 5:57:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 6:19:00,5/14/2014 6:37:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 7:00:24,5/14/2014 7:59:07,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 8:27:49,5/14/2014 9:09:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 9:43:27,5/14/2014 9:59:30,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 10:19:44,5/14/2014 13:04:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 13:21:13,5/14/2014 15:31:14,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 16:35:39,5/14/2014 16:45:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 17:05:18,5/14/2014 17:10:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 17:33:43,5/14/2014 17:33:46,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 19:14:01,5/14/2014 21:37:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/14/2014 21:54:35,5/14/2014 22:08:32,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 2:04:39,5/15/2014 3:14:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 3:32:47,5/15/2014 3:53:23,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 4:11:43,5/15/2014 4:20:12,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 5:08:02,5/15/2014 5:28:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 5:46:57,5/15/2014 7:03:07,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 7:21:09,5/15/2014 8:17:42,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 8:35:24,5/15/2014 9:00:58,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/15/2014 9:18:13,5/15/2014 9:21:04,,,,,,
Antarc01EI,jst_bw139,BW37,Clicks,5/15/2014 13:29:07,5/15/2014 13:35:22,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 1:44:29,5/16/2014 1:57:15,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/16/2014 3:01:18,5/16/2014 3:12:06,,,,,,
Antarc01EI,jst_bw140,BW37,Clicks,5/16/2014 5:11:35,5/16/2014 5:16:33,,,,,,
byteswapped,Abartlett,Oo,HFM,5/16/2014 13:38:00,5/16/2014 14:05:00,,,,,,
byteswapped,Abartlett,Oo,Clicks,5/16/2014 13:56:01,5/16/2014 14:09:02,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 19:42:36,5/16/2014 20:35:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 21:02:18,5/16/2014 21:21:49,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 21:43:00,5/16/2014 21:43:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 22:09:55,5/16/2014 22:11:27,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 22:30:28,5/16/2014 22:31:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 22:46:55,5/16/2014 22:53:17,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/16/2014 23:14:06,5/17/2014 0:53:52,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/17/2014 1:11:11,5/17/2014 4:29:22,,,,,,
Antarc01EI,jst_bw141,BW29,Clicks,5/17/2014 10:09:45,5/17/2014 10:12:15,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/17/2014 16:55:03,5/17/2014 16:55:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/17/2014 17:14:17,5/17/2014 17:19:24,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/17/2014 22:08:44,5/17/2014 22:11:59,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/18/2014 22:57:14,5/18/2014 22:58:15,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/18/2014 23:37:42,5/18/2014 23:38:05,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/19/2014 0:17:45,5/19/2014 2:01:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/19/2014 2:23:38,5/19/2014 2:43:36,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/19/2014 3:13:07,5/19/2014 3:27:37,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/19/2014 3:43:27,5/19/2014 3:43:27,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/19/2014 5:08:26,5/19/2014 5:21:46,37.89,67.86,255.00,44.01,1685,
Antarc01EI,jst_bw142,BW37,Clicks,5/19/2014 10:37:54,5/19/2014 10:40:24,,,,,,
Antarc01EI,jst_bw143,BW29,Clicks,5/19/2014 12:11:09,5/19/2014 12:16:09,,,,,,
Antarc01EI,jst_bw144,BW29,Clicks,5/19/2014 12:17:22,5/19/2014 12:18:37,,,,,,
Antarc01EI,jst_bw145,BW29,Clicks,5/19/2014 12:19:52,5/19/2014 12:36:02,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/20/2014 3:17:55,5/20/2014 3:28:26,37.50,62.95,260.00,45.22,2852,
byteswapped,Msaddler,Gm,Clicks,5/20/2014 8:08:56,5/20/2014 8:10:48,39.06,69.85,300.00,46.18,253,
Antarc01EI,Nposdaljian,Pm,regular-click,5/20/2014 19:06:25,5/20/2014 19:25:56,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/20/2014 19:53:47,5/20/2014 22:00:29,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/20/2014 22:23:51,5/20/2014 22:23:53,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/20/2014 22:47:31,5/20/2014 22:53:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/20/2014 23:36:31,5/20/2014 23:36:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 11:33:23,5/21/2014 11:34:41,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 11:54:13,5/21/2014 11:54:34,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 13:29:35,5/21/2014 13:41:56,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 15:00:02,5/21/2014 15:08:08,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 15:25:38,5/21/2014 17:01:18,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/21/2014 17:19:25,5/21/2014 17:50:10,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/21/2014 21:18:23,5/21/2014 21:30:07,35.94,81.85,170.00,45.57,247,
byteswapped,Msaddler,Gm,Clicks,5/21/2014 23:04:06,5/21/2014 23:16:47,37.50,60.84,265.00,44.58,1585,
byteswapped,Msaddler,Gm,Clicks,5/22/2014 2:11:46,5/22/2014 2:54:54,37.11,53.57,205.00,44.51,1798,
Antarc01EI,jst_bw150,BW29,Clicks,5/22/2014 14:22:15,5/22/2014 14:23:30,,,,,,
Antarc01EI,jst_bw151,BW37,Clicks,5/22/2014 20:35:15,5/22/2014 20:37:45,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/23/2014 15:03:51,5/23/2014 15:21:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/24/2014 13:14:14,5/24/2014 14:12:33,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/24/2014 21:29:03,5/24/2014 21:35:35,36.72,61.25,230.00,46.78,183,
byteswapped,Msaddler,Gm,Clicks,5/25/2014 6:17:09,5/25/2014 6:24:02,34.18,55.76,197.00,41.48,30,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 6:49:59,5/25/2014 6:50:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 7:35:53,5/25/2014 7:36:44,,,,,,
Antarc01EI,jst_bw153,BW37,Clicks,5/25/2014 9:17:00,5/25/2014 9:19:28,,,,,,
Antarc01EI,jst_bw154,BW37,Clicks,5/25/2014 9:20:43,5/25/2014 9:28:11,,,,,,
Antarc01EI,jst_bw155,BW29,Clicks,5/25/2014 11:30:01,5/25/2014 11:31:16,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/25/2014 11:47:47,5/25/2014 11:59:25,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 14:17:37,5/25/2014 14:19:53,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 14:50:54,5/25/2014 15:02:12,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 15:19:57,5/25/2014 15:20:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 15:47:27,5/25/2014 15:47:27,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 16:06:19,5/25/2014 16:06:30,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/25/2014 16:49:32,5/25/2014 17:03:18,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/26/2014 8:11:01,5/26/2014 8:26:26,37.50,48.22,266.00,44.03,1559,
Antarc01EI,Nposdaljian,Pm,regular-click,5/26/2014 16:19:47,5/26/2014 16:32:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 1:43:03,5/27/2014 1:43:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 12:54:52,5/27/2014 13:11:35,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 13:29:20,5/27/2014 15:28:42,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 16:08:25,5/27/2014 17:50:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 18:17:06,5/27/2014 18:30:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 18:48:55,5/27/2014 18:49:05,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 21:27:06,5/27/2014 21:43:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 22:02:20,5/27/2014 23:24:07,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/27/2014 23:39:40,5/27/2014 23:42:25,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 6:07:45,5/28/2014 7:18:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 12:21:59,5/28/2014 12:38:02,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 13:36:58,5/28/2014 13:50:24,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 17:07:54,5/28/2014 17:08:04,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 17:34:18,5/28/2014 17:37:44,,,,,,
byteswapped,Msaddler,Gm,Clicks,5/28/2014 20:13:02,5/28/2014 20:27:42,37.89,61.08,285.00,44.40,2575,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 21:17:47,5/28/2014 21:17:59,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/28/2014 22:22:19,5/28/2014 22:22:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 1:16:34,5/29/2014 1:16:44,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 1:57:35,5/29/2014 2:07:35,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 3:23:12,5/29/2014 3:23:20,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 4:11:55,5/29/2014 4:12:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 4:27:26,5/29/2014 5:11:52,,,,,,
Antarc01EI,jst_bw158,BW29,Clicks,5/29/2014 17:37:11,5/29/2014 17:47:07,,,,,,
Antarc01EI,jst_bw159,BW29,Clicks,5/29/2014 17:48:22,5/29/2014 17:54:35,,,,,,
Antarc01EI,jst_bw160,BW29,Clicks,5/29/2014 17:55:50,5/29/2014 17:57:05,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 20:47:07,5/29/2014 20:59:53,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 21:25:54,5/29/2014 21:38:23,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/29/2014 21:58:31,5/29/2014 22:50:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/30/2014 0:57:04,5/30/2014 1:28:14,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/30/2014 1:47:30,5/30/2014 1:50:17,,,,,,
Antarc01EI,jst_bw161,BW37,Clicks,5/30/2014 10:49:09,5/30/2014 10:51:37,,,,,,
Antarc01EI,jst_bw162,BW37,Clicks,5/30/2014 10:54:07,5/30/2014 10:57:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/30/2014 12:20:42,5/30/2014 12:52:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/30/2014 13:08:43,5/30/2014 13:15:37,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/30/2014 20:25:46,5/30/2014 20:39:13,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/31/2014 0:52:02,5/31/2014 0:58:06,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/31/2014 2:02:51,5/31/2014 2:41:08,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,5/31/2014 3:04:34,5/31/2014 3:04:34,,,,,,
Antarc01EI,jst_bw163,BW37,Clicks,5/31/2014 9:18:10,5/31/2014 9:23:08,,,,,,
Antarc01EI,jst_bw164,BW29,Clicks,5/31/2014 9:30:36,5/31/2014 9:33:04,,,,,,
byteswapped,Abartlett,Oo,HFM,5/31/2014 14:22:00,5/31/2014 16:19:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/31/2014 20:12:40,5/31/2014 20:13:49,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/31/2014 20:30:02,5/31/2014 21:59:29,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/31/2014 22:24:13,5/31/2014 22:34:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,5/31/2014 22:57:01,5/31/2014 23:14:24,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/1/2014 19:39:57,6/1/2014 20:20:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/1/2014 20:35:55,6/1/2014 20:53:54,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/1/2014 21:12:37,6/1/2014 21:27:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/1/2014 21:45:04,6/1/2014 21:57:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 10:16:24,6/2/2014 10:24:53,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 10:49:41,6/2/2014 10:58:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 11:24:15,6/2/2014 13:02:15,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 17:33:48,6/2/2014 17:37:17,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 17:53:02,6/2/2014 18:34:21,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 18:51:47,6/2/2014 19:16:34,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 19:32:25,6/2/2014 19:55:22,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 20:11:13,6/2/2014 20:11:16,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/2/2014 21:32:27,6/2/2014 21:35:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 21:56:42,6/2/2014 22:17:48,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 22:34:13,6/2/2014 22:40:55,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 22:59:17,6/2/2014 23:19:46,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/2/2014 23:52:45,6/3/2014 1:59:31,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/3/2014 2:25:26,6/3/2014 2:25:44,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/3/2014 2:41:27,6/3/2014 3:31:14,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/3/2014 3:49:55,6/3/2014 4:07:38,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/3/2014 4:23:46,6/3/2014 4:50:49,,,,,,
Antarc01EI,jst_bw165,BW29,Clicks,6/3/2014 9:44:50,6/3/2014 9:46:05,,,,,,
Antarc01EI,jst_bw166,BW29,Clicks,6/3/2014 9:49:50,6/3/2014 9:51:05,,,,,,
Antarc01EI,jst_bw167,BW29,Clicks,6/3/2014 16:55:02,6/3/2014 16:56:17,,,,,,
Antarc01EI,jst_bw168,BW29,Clicks,6/3/2014 16:58:47,6/3/2014 17:00:02,,,,,,
Antarc01EI,jst_bw169,BW29,Clicks,6/3/2014 17:02:30,6/3/2014 17:05:00,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/3/2014 21:15:19,6/3/2014 23:42:29,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 0:03:31,6/5/2014 0:37:02,,,,,,
