Day,Pm,BW29,Oo,Gm,BW37,BW58,ice_conc,ice_thickness,Site
3/5/2014,0,0,0,0,0,0,0,0,EI
3/6/2014,0,0,0,0,0,0,0,0,EI
3/7/2014,0,0,0,0,0,0,0,0,EI
3/8/2014,0,0,0,0,1,0,0,0,EI
3/9/2014,0,1,0,0,1,0,0,0,EI
3/10/2014,0,0,0,0,1,0,0,0,EI
3/11/2014,0,0,0,0,0,0,0,0,EI
3/12/2014,0,0,0,0,1,0,0,0,EI
3/13/2014,0,0,0,0,0,0,0,0,EI
3/14/2014,0,1,0,0,0,0,0,0,EI
3/15/2014,0,1,0,0,0,0,0,0,EI
3/16/2014,0,0,0,0,0,0,0,0,EI
3/17/2014,0,0,0,0,1,0,0,0,EI
3/18/2014,0,0,0,0,0,0,0,0,EI
3/19/2014,0,0,0,0,1,1,0,0,EI
3/20/2014,0,0,0,0,0,0,0,0,EI
3/21/2014,0,0,0,0,1,0,0,0,EI
3/22/2014,0,0,0,0,1,0,0,0,EI
3/23/2014,0,0,0,0,0,0,0,0,EI
3/24/2014,0,0,1,0,0,0,0,0,EI
3/25/2014,0,1,0,0,0,0,0,0,EI
3/26/2014,0,0,0,0,0,0,0,0,EI
3/27/2014,0,1,0,0,0,0,0,0,EI
3/28/2014,0,0,0,0,0,0,0,0,EI
3/29/2014,0,1,0,0,1,0,0,0,EI
3/30/2014,0,1,0,0,0,0,0,0,EI
3/31/2014,0,0,0,0,0,0,0,0,EI
4/1/2014,0,0,0,0,0,0,0,0,EI
4/2/2014,0,0,0,0,0,0,0,0,EI
4/3/2014,0,1,0,0,0,0,0,0,EI
4/4/2014,0,0,0,0,0,0,0,0,EI
4/5/2014,0,0,0,0,0,0,0,0,EI
4/6/2014,0,0,0,0,0,0,0,0,EI
4/7/2014,0,0,0,0,0,0,0,0,EI
4/8/2014,0,1,0,0,0,0,0,0,EI
4/9/2014,0,0,0,0,0,0,0,0,EI
4/10/2014,0,1,0,0,0,0,0,0,EI
4/11/2014,0,0,0,0,0,0,0,0,EI
4/12/2014,0,0,0,0,0,0,0,0,EI
4/13/2014,1,0,0,0,0,0,0,0,EI
4/14/2014,0,0,0,0,0,0,0,0,EI
4/15/2014,0,0,0,1,0,0,0,0,EI
4/16/2014,0,0,0,0,0,0,0,0,EI
4/17/2014,0,0,0,1,0,0,0,0,EI
4/18/2014,0,0,0,0,0,0,0,0,EI
4/19/2014,0,1,0,0,1,0,0,0,EI
4/20/2014,0,1,0,1,0,0,0,0,EI
4/21/2014,0,1,0,0,0,0,0,0,EI
4/22/2014,0,1,0,0,0,0,0,0,EI
4/23/2014,1,1,0,0,0,0,0,0,EI
4/24/2014,1,1,0,0,1,0,0,0,EI
4/25/2014,1,0,0,0,0,0,0,0,EI
4/26/2014,1,0,0,0,0,0,0,0,EI
4/27/2014,1,0,0,0,0,0,0,0,EI
4/28/2014,1,1,0,0,0,0,0,0,EI
4/29/2014,1,1,0,0,0,0,0,0,EI
4/30/2014,1,0,0,0,0,0,0,0,EI
5/1/2014,1,1,0,0,0,0,0,0,EI
5/2/2014,1,0,0,0,0,0,0,0,EI
5/3/2014,1,1,0,0,0,0,0,0,EI
5/4/2014,1,0,0,0,0,0,0,0,EI
5/5/2014,1,0,0,1,0,0,0,0,EI
5/6/2014,1,0,0,0,0,0,0,0,EI
5/7/2014,1,0,0,0,0,0,0,0,EI
5/8/2014,1,0,0,1,1,0,0,0,EI
5/9/2014,1,0,0,0,1,0,0,0,EI
5/10/2014,1,0,0,0,0,0,0,0,EI
5/11/2014,1,0,0,0,1,0,0,0,EI
5/12/2014,1,0,0,1,1,0,0,0,EI
5/13/2014,1,0,0,0,1,0,0,0,EI
5/14/2014,1,0,0,0,1,0,0.000671407,0.001559835,EI
5/15/2014,1,0,0,0,1,0,0.003623788,0.01356821,EI
5/16/2014,1,0,1,0,1,0,0.004790316,0.024878035,EI
5/17/2014,1,1,0,0,0,0,9.54E-05,0,EI
5/18/2014,1,0,0,0,0,0,0,0,EI
5/19/2014,1,1,0,1,1,0,0,0,EI
5/20/2014,1,0,0,1,0,0,0,0,EI
5/21/2014,1,0,0,1,0,0,0.000456188,0.001247762,EI
5/22/2014,0,1,0,1,1,0,0.003742605,0.016937773,EI
5/23/2014,1,0,0,0,0,0,0.009641124,0.071958286,EI
5/24/2014,1,0,0,1,0,0,0.015173966,0.152516251,EI
5/25/2014,1,1,0,1,1,0,0.010975247,0.080662425,EI
5/26/2014,1,0,0,1,0,0,0.00042302,0.001119012,EI
5/27/2014,1,0,0,0,0,0,0.053303848,0.085233835,EI
5/28/2014,1,0,0,1,0,0,0.017627756,0.043953289,EI
5/29/2014,1,1,0,0,0,0,0.00451955,0.014777383,EI
5/30/2014,1,0,0,0,1,0,0.002432954,0.011417513,EI
5/31/2014,1,1,0,0,1,0,0.016199061,0.214970201,EI
6/1/2014,1,0,0,0,0,0,0.022475792,0.293380971,EI
6/2/2014,1,0,0,0,0,0,0.024291643,0.247483312,EI
6/3/2014,1,1,0,0,0,0,0.03362404,0.282356158,EI
6/4/2014,0,0,0,0,0,0,0.041704088,0.341022543,EI
6/5/2014,1,0,0,1,0,0,0.030998631,0.257205637,EI
6/6/2014,1,1,0,0,0,0,0.015026127,0.106820434,EI
6/7/2014,1,0,0,0,1,0,0.037777939,0.097240139,EI
6/8/2014,1,0,0,0,0,0,0.03521727,0.22644734,EI
6/9/2014,0,1,0,0,0,0,0.070833188,0.438954261,EI
6/10/2014,1,1,0,0,0,0,0.091821194,0.425606962,EI
6/11/2014,1,1,0,1,0,0,0.085083969,0.363295603,EI
6/12/2014,1,0,0,0,0,0,0.075677568,0.342108645,EI
6/13/2014,0,0,0,0,0,0,0.061054731,0.34500085,EI
6/14/2014,0,0,0,0,0,0,0.078338289,0.45642611,EI
6/15/2014,0,0,0,0,0,0,0.116171159,0.476737266,EI
6/16/2014,1,0,0,0,0,0,0.095165977,0.369323012,EI
6/17/2014,0,0,0,1,0,0,0.043610385,0.193052179,EI
6/18/2014,1,0,0,1,0,0,0.030196617,0.136759678,EI
6/19/2014,1,1,0,1,0,0,0.028527731,0.100747999,EI
6/20/2014,0,1,0,1,0,0,0.007929872,0.014534714,EI
6/21/2014,1,1,0,1,0,0,0.015813765,0.153235615,EI
6/22/2014,0,1,0,1,0,0,0.031882033,0.268535635,EI
6/23/2014,0,1,0,1,0,0,0.013498152,0.055033927,EI
6/24/2014,0,1,1,1,0,0,0.005346763,0.011584987,EI
6/25/2014,0,1,0,1,0,0,0.009506222,0.088480202,EI
6/26/2014,0,1,0,1,0,0,0.007768576,0.064851832,EI
6/27/2014,1,1,0,1,0,0,0.026915963,0.319065566,EI
6/28/2014,1,1,0,1,0,0,0.034480193,0.306035253,EI
6/29/2014,0,1,0,1,0,0,0.023197882,0.192604493,EI
6/30/2014,1,1,0,1,0,0,0.033291879,0.30960483,EI
7/1/2014,1,1,0,1,0,0,0.010055849,0.083569851,EI
