Input file,Event Number,Species Code,Call,Start time,End time,Comments
Antarc_EIE_01,Abartlett,Pm,regular-click,3/1/2016 2:38:01,3/1/2016 2:38:01,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/1/2016 12:32:51,3/1/2016 12:42:23,
Antarc_EIE_01,jst_bw011,BW29,Clicks,3/1/2016 17:03:44,3/1/2016 17:06:14,
Antarc_EIE_01,jst_bw012,BW29,Clicks,3/1/2016 17:07:29,3/1/2016 17:09:59,
Antarc_EIE_01,jst_bw013,BW29,Clicks,3/1/2016 17:11:14,3/1/2016 17:12:29,
Antarc_EIE_01,jst_bw014,BW29,Clicks,3/1/2016 17:13:44,3/1/2016 17:17:29,
Antarc_EIE_01,jst_bw015,BW29,Clicks,3/1/2016 17:18:44,3/1/2016 17:28:44,
Antarc_EIE_01,jst_bw016,BW29,Clicks,3/1/2016 17:29:59,3/1/2016 17:32:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/2/2016 3:15:41,3/2/2016 3:15:55,
Antarc_EIE_01,jst_bw017,BW29,Clicks,3/3/2016 3:48:44,3/3/2016 3:51:14,
Antarc_EIE_01,jst_bw018,BW29,Clicks,3/3/2016 3:52:29,3/3/2016 3:53:44,
Antarc_EIE_01,jst_bw019,BW29,Clicks,3/3/2016 3:56:14,3/3/2016 3:57:29,
Antarc_EIE_01,jst_bw020,BW29,Clicks,3/3/2016 4:17:29,3/3/2016 4:18:44,
Antarc_EIE_01,jst_bw021,BW29,Clicks,3/3/2016 13:21:14,3/3/2016 13:24:59,
Antarc_EIE_01,jst_bw022,BW29,Clicks,3/3/2016 13:26:14,3/3/2016 13:31:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/3/2016 13:29:57,3/3/2016 13:30:07,
Antarc_EIE_01,jst_bw023,BW29,Clicks,3/3/2016 14:26:14,3/3/2016 14:31:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/3/2016 14:32:46,3/3/2016 14:33:40,
Antarc_EIE_01,jst_bw024,BW29,Clicks,3/3/2016 14:33:44,3/3/2016 14:37:29,
Antarc_EIE_01,jst_bw025,BW29,Clicks,3/3/2016 14:42:29,3/3/2016 14:43:44,
Antarc_EIE_01,jst_bw026,BW37,Clicks,3/3/2016 15:42:29,3/3/2016 15:52:29,
Antarc_EIE_01,jst_bw027,BW37,Clicks,3/3/2016 17:27:29,3/3/2016 17:31:14,
Antarc_EIE_01,jst_bw028,BW29,Clicks,3/4/2016 2:14:59,3/4/2016 2:16:14,
Antarc_EIE_01,jst_bw029,BW29,Clicks,3/4/2016 2:17:29,3/4/2016 2:18:44,
Antarc_EIE_01,jst_bw030,BW29,Clicks,3/4/2016 3:19:59,3/4/2016 3:21:14,
Antarc_EIE_01,jst_bw031,BW29,Clicks,3/4/2016 3:23:44,3/4/2016 3:24:59,
Antarc_EIE_01,jst_bw032,BW29,Clicks,3/4/2016 4:01:14,3/4/2016 4:03:44,
Antarc_EIE_01,jst_bw033,BW29,Clicks,3/4/2016 4:08:44,3/4/2016 4:09:59,
Antarc_EIE_01,jst_bw034,BW29,Clicks,3/4/2016 4:11:14,3/4/2016 4:17:29,
Antarc_EIE_01,jst_bw035,BW29,Clicks,3/4/2016 5:28:44,3/4/2016 5:39:59,
Antarc_EIE_01,jst_bw036,BW29,Clicks,3/4/2016 5:41:14,3/4/2016 5:44:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/4/2016 22:52:02,3/5/2016 1:29:13,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/5/2016 1:44:55,3/5/2016 2:12:54,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/5/2016 2:19:15,3/5/2016 2:23:06,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/5/2016 2:35:38,3/5/2016 2:48:41,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/5/2016 2:48:20,3/5/2016 2:48:37,
Antarc_EIE_01,jst_bw037,BW29,Clicks,3/5/2016 5:26:14,3/5/2016 5:27:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/5/2016 7:55:27,3/5/2016 7:55:27,
Antarc_EIE_01,jst_bw038,BW29,Clicks,3/5/2016 10:37:29,3/5/2016 10:38:44,
Antarc_EIE_01,jst_bw039,BW29,Clicks,3/5/2016 10:48:44,3/5/2016 10:51:14,
Antarc_EIE_01,jst_bw040,BW29,Clicks,3/5/2016 10:52:29,3/5/2016 10:53:44,
Antarc_EIE_01,Metcheverry,Gm,Clicks,3/5/2016 22:33:44,3/5/2016 22:34:59,
Antarc_EIE_01,jst_bw041,BW29,Clicks,3/6/2016 5:53:44,3/6/2016 5:54:59,
Antarc_EIE_01,jst_bw042,BW29,Clicks,3/6/2016 5:57:29,3/6/2016 5:58:44,
Antarc_EIE_01,jst_bw043,BW29,Clicks,3/6/2016 6:14:59,3/6/2016 6:16:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/9/2016 1:57:35,3/9/2016 1:57:35,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/9/2016 22:29:29,3/9/2016 22:29:30,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/11/2016 13:04:23,3/11/2016 13:04:26,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/12/2016 2:00:56,3/12/2016 2:00:56,
Antarc_EIE_01,jst_bw044,BW37,Clicks,3/12/2016 2:07:29,3/12/2016 2:13:44,
Antarc_EIE_01,jst_bw045,BW29,Clicks,3/13/2016 15:31:14,3/13/2016 15:32:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/14/2016 6:57:40,3/14/2016 6:57:40,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/15/2016 5:57:50,3/15/2016 5:57:50,
Antarc_EIE_01,jst_bw046,BW29,Clicks,3/16/2016 15:32:29,3/16/2016 15:37:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/17/2016 18:49:38,3/17/2016 18:49:38,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/17/2016 21:50:07,3/17/2016 21:50:07,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/18/2016 16:31:42,3/18/2016 16:31:42,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/18/2016 20:02:28,3/18/2016 20:02:28,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/18/2016 23:01:02,3/18/2016 23:24:48,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 0:19:27,3/19/2016 2:02:20,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 5:18:02,3/19/2016 5:18:02,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 8:38:31,3/19/2016 9:16:05,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 9:31:59,3/19/2016 10:17:24,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 13:16:56,3/19/2016 13:24:15,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 13:46:17,3/19/2016 13:46:17,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 14:13:39,3/19/2016 14:14:02,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 14:47:25,3/19/2016 14:55:19,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 20:26:08,3/19/2016 20:26:08,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 22:28:33,3/19/2016 22:28:33,
Antarc_EIE_01,Abartlett,Pm,slow-click,3/19/2016 22:28:37,3/20/2016 0:09:45,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 23:01:51,3/19/2016 23:01:51,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/19/2016 23:34:20,3/19/2016 23:34:20,
Antarc_EIE_01,jst_bw047,BW29,Clicks,3/20/2016 7:42:29,3/20/2016 7:43:44,
Antarc_EIE_01,jst_bw048,BW29,Clicks,3/20/2016 9:58:44,3/20/2016 9:59:59,
Antarc_EIE_01,jst_bw049,BW29,Clicks,3/20/2016 10:06:14,3/20/2016 10:07:29,
Antarc_EIE_01,jst_bw050,BW29,Clicks,3/20/2016 10:13:44,3/20/2016 10:14:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/20/2016 11:39:00,3/20/2016 11:39:00,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/20/2016 19:46:21,3/20/2016 19:46:21,
Antarc_EIE_01,jst_bw051,BW29,Clicks,3/21/2016 20:08:44,3/21/2016 20:09:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/22/2016 21:22:13,3/22/2016 21:22:13,
Antarc_EIE_01,jst_bw052,BW29,Clicks,3/23/2016 0:18:44,3/23/2016 0:19:59,
Antarc_EIE_01,jst_bw053,BW29,Clicks,3/23/2016 0:31:14,3/23/2016 0:32:29,
Antarc_EIE_01,jst_bw054,BW29,Clicks,3/23/2016 1:26:14,3/23/2016 1:27:29,
Antarc_EIE_01,jst_bw055,BW29,Clicks,3/23/2016 1:28:44,3/23/2016 1:29:59,
Antarc_EIE_01,jst_bw056,BW29,Clicks,3/23/2016 2:56:14,3/23/2016 2:57:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/23/2016 4:32:21,3/23/2016 4:32:21,
Antarc_EIE_01,jst_bw057,BW29,Clicks,3/23/2016 4:53:44,3/23/2016 4:54:59,
Antarc_EIE_01,jst_bw058,BW29,Clicks,3/23/2016 4:58:44,3/23/2016 4:59:59,
Antarc_EIE_01,jst_bw059,BW29,Clicks,3/23/2016 5:22:29,3/23/2016 5:23:44,
Antarc_EIE_01,jst_bw060,BW29,Clicks,3/23/2016 5:26:14,3/23/2016 5:39:59,
Antarc_EIE_01,jst_bw061,BW29,Clicks,3/23/2016 11:03:44,3/23/2016 11:04:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/23/2016 23:31:51,3/23/2016 23:31:51,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/24/2016 13:49:40,3/24/2016 13:49:40,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/24/2016 23:37:25,3/24/2016 23:37:25,
Antarc_EIE_01,jst_bw062,BW29,Clicks,3/24/2016 23:54:59,3/24/2016 23:57:29,
Antarc_EIE_01,jst_bw063,BW29,Clicks,3/24/2016 23:58:44,3/24/2016 23:59:59,
Antarc_EIE_01,jst_bw064,BW29,Clicks,3/25/2016 0:02:29,3/25/2016 0:03:44,
Antarc_EIE_01,jst_bw065,BW29,Clicks,3/25/2016 0:12:29,3/25/2016 0:13:44,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/26/2016 13:14:56,3/26/2016 13:14:56,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/27/2016 5:50:33,3/27/2016 5:50:41,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/27/2016 11:02:39,3/27/2016 11:02:39,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/27/2016 11:39:23,3/27/2016 11:39:24,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/27/2016 18:42:54,3/27/2016 18:42:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/27/2016 21:13:20,3/27/2016 21:13:20,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/28/2016 1:48:18,3/28/2016 1:48:18,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/28/2016 8:46:52,3/28/2016 8:47:17,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/28/2016 12:47:53,3/28/2016 12:47:53,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/28/2016 16:24:39,3/28/2016 16:24:39,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/28/2016 23:42:32,3/28/2016 23:42:32,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/29/2016 0:31:11,3/29/2016 0:31:11,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/29/2016 6:31:32,3/29/2016 6:31:32,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/29/2016 23:03:34,3/29/2016 23:03:34,
Antarc_EIE_01,jst_bw066,BW29,Clicks,3/30/2016 7:58:44,3/30/2016 7:59:59,
Antarc_EIE_01,jst_bw067,BW29,Clicks,3/30/2016 8:04:59,3/30/2016 8:09:59,
Antarc_EIE_01,jst_bw068,BW29,Clicks,3/30/2016 8:11:14,3/30/2016 8:13:44,
Antarc_EIE_01,jst_bw069,BW29,Clicks,3/30/2016 9:32:29,3/30/2016 9:34:59,
Antarc_EIE_01,jst_bw070,BW29,Clicks,3/30/2016 9:38:44,3/30/2016 9:39:59,
Antarc_EIE_01,jst_bw071,BW29,Clicks,3/30/2016 9:41:14,3/30/2016 9:42:29,
Antarc_EIE_01,jst_bw072,BW29,Clicks,3/30/2016 9:43:44,3/30/2016 9:47:29,
Antarc_EIE_01,jst_bw073,BW29,Clicks,3/30/2016 9:48:44,3/30/2016 9:49:59,
Antarc_EIE_01,jst_bw074,BW29,Clicks,3/30/2016 9:59:59,3/30/2016 10:01:14,
Antarc_EIE_01,jst_bw075,BW29,Clicks,3/30/2016 10:08:44,3/30/2016 10:11:14,
Antarc_EIE_01,jst_bw076,BW29,Clicks,3/30/2016 10:13:44,3/30/2016 10:14:59,
Antarc_EIE_01,jst_bw077,BW29,Clicks,3/30/2016 11:12:29,3/30/2016 11:14:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/30/2016 11:20:44,3/30/2016 11:20:55,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/30/2016 12:07:26,3/30/2016 12:07:35,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/30/2016 13:01:45,3/30/2016 13:01:45,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/30/2016 14:07:23,3/30/2016 14:07:23,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/30/2016 21:44:50,3/30/2016 21:44:50,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/31/2016 4:22:50,3/31/2016 4:22:50,
Antarc_EIE_01,Abartlett,Pm,regular-click,3/31/2016 13:49:04,3/31/2016 13:49:04,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 0:47:48,4/1/2016 0:47:48,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 1:53:16,4/1/2016 1:53:16,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 4:18:44,4/1/2016 4:18:44,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 8:28:03,4/1/2016 8:28:03,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 10:05:48,4/1/2016 10:05:48,
Antarc_EIE_01,Abartlett,Pm,slow-click,4/1/2016 18:01:23,4/1/2016 18:04:40,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 19:51:49,4/1/2016 19:51:49,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 20:24:19,4/1/2016 20:24:19,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/1/2016 22:54:43,4/1/2016 22:54:43,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/2/2016 1:55:40,4/2/2016 1:55:40,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/2/2016 5:45:49,4/2/2016 5:45:49,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/2/2016 18:16:47,4/2/2016 18:16:47,
Antarc_EIE_01,jst_bw078,BW29,Clicks,4/2/2016 19:16:14,4/2/2016 19:17:29,
Antarc_EIE_01,jst_bw079,BW29,Clicks,4/2/2016 19:18:44,4/2/2016 19:21:14,
Antarc_EIE_01,jst_bw080,BW29,Clicks,4/2/2016 19:23:44,4/2/2016 19:37:29,
Antarc_EIE_01,jst_bw081,BW29,Clicks,4/2/2016 19:47:29,4/2/2016 19:54:59,
Antarc_EIE_01,jst_bw082,BW29,Clicks,4/2/2016 19:57:29,4/2/2016 20:01:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/2/2016 22:05:53,4/2/2016 22:05:53,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/2/2016 22:51:54,4/2/2016 22:51:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/3/2016 5:11:09,4/3/2016 5:11:09,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/3/2016 21:11:23,4/3/2016 21:11:24,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/3/2016 22:58:08,4/3/2016 22:58:08,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/4/2016 4:59:24,4/4/2016 4:59:24,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/4/2016 7:01:24,4/4/2016 7:01:24,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/4/2016 8:04:20,4/4/2016 8:04:38,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/4/2016 18:30:58,4/4/2016 18:31:02,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/4/2016 22:00:26,4/5/2016 4:47:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/5/2016 10:35:43,4/5/2016 10:35:43,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 3:56:45,4/6/2016 3:56:47,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 4:50:41,4/6/2016 4:50:41,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 7:13:53,4/6/2016 7:13:53,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 7:55:22,4/6/2016 7:55:22,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 10:04:12,4/6/2016 10:04:12,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 14:24:02,4/6/2016 14:24:09,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/6/2016 20:30:30,4/6/2016 20:30:32,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/7/2016 12:37:18,4/7/2016 12:37:18,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/8/2016 4:35:22,4/8/2016 4:35:22,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/8/2016 7:40:41,4/8/2016 7:40:41,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/8/2016 11:03:11,4/8/2016 11:03:11,
Antarc_EIE_01,jst_bw084,BW37,Clicks,4/8/2016 19:32:29,4/8/2016 19:38:44,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/9/2016 9:39:08,4/9/2016 9:39:08,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/9/2016 10:46:48,4/9/2016 10:46:48,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/9/2016 12:04:09,4/9/2016 12:04:09,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/9/2016 15:05:26,4/9/2016 15:05:36,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/9/2016 21:26:42,4/9/2016 21:26:42,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 0:53:32,4/10/2016 0:53:32,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 5:36:03,4/10/2016 5:36:03,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 6:08:43,4/10/2016 6:08:43,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 11:32:46,4/10/2016 11:32:46,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 12:41:54,4/10/2016 12:41:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 21:39:26,4/10/2016 21:39:35,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/10/2016 21:57:03,4/11/2016 0:36:11,
Antarc_EIE_01,Abartlett,Pm,slow-click,4/11/2016 1:08:11,4/11/2016 1:35:53,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/11/2016 4:44:19,4/11/2016 4:44:24,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/11/2016 14:24:01,4/11/2016 14:24:04,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 4:53:05,4/12/2016 4:53:06,
Antarc_EIE_01,jst_bw085,BW37,Clicks,4/12/2016 5:27:29,4/12/2016 5:33:44,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 5:52:10,4/12/2016 5:52:10,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 14:30:35,4/12/2016 14:31:12,
Antarc_EIE_01,jst_bw087,BW29,Clicks,4/12/2016 14:43:44,4/12/2016 14:48:44,
Antarc_EIE_01,jst_bw088,BW29,Clicks,4/12/2016 14:49:59,4/12/2016 15:02:29,
Antarc_EIE_01,jst_bw089,BW29,Clicks,4/12/2016 15:04:59,4/12/2016 15:06:14,
Antarc_EIE_01,jst_bw090,BW29,Clicks,4/12/2016 15:11:14,4/12/2016 15:12:29,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 17:50:38,4/12/2016 17:50:45,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 18:35:50,4/12/2016 18:35:50,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 19:18:07,4/12/2016 19:18:07,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/12/2016 23:24:58,4/12/2016 23:25:05,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 0:08:07,4/13/2016 0:08:29,
Antarc_EIE_01,jst_bw091,BW37,Clicks,4/13/2016 1:18:44,4/13/2016 1:21:14,
Antarc_EIE_01,jst_bw092,BW37,Clicks,4/13/2016 1:22:29,4/13/2016 1:23:44,
Antarc_EIE_01,jst_bw093,BW37,Clicks,4/13/2016 1:24:59,4/13/2016 1:26:14,
Antarc_EIE_01,jst_bw094,BW37,Clicks,4/13/2016 1:28:44,4/13/2016 1:29:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 2:11:39,4/13/2016 2:30:35,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 8:24:58,4/13/2016 8:24:58,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 12:17:51,4/13/2016 12:17:51,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 16:44:10,4/13/2016 16:44:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 17:18:28,4/13/2016 17:18:28,
Antarc_EIE_01,jst_bw095,BW37,Clicks,4/13/2016 18:06:14,4/13/2016 18:08:44,
Antarc_EIE_01,jst_bw096,BW37,Clicks,4/13/2016 18:13:44,4/13/2016 18:14:59,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 20:07:03,4/13/2016 20:07:03,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 21:41:03,4/13/2016 21:41:03,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/13/2016 23:59:22,4/13/2016 23:59:22,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 0:48:13,4/14/2016 0:48:13,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 2:42:12,4/14/2016 2:42:18,
Antarc_EIE_01,jst_bw097,BW37,Clicks,4/14/2016 5:38:44,4/14/2016 5:39:59,
Antarc_EIE_01,jst_bw098,BW37,Clicks,4/14/2016 5:41:14,4/14/2016 5:43:44,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 16:21:58,4/14/2016 16:21:58,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 17:57:40,4/14/2016 17:57:40,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 18:46:45,4/14/2016 18:46:45,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 19:40:26,4/14/2016 19:40:26,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/14/2016 20:18:06,4/14/2016 20:18:06,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/15/2016 0:52:37,4/15/2016 0:52:37,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/15/2016 5:10:46,4/15/2016 5:10:46,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/15/2016 7:00:33,4/15/2016 7:00:36,
Antarc_EIE_01,jst_bw099,BW29,Clicks,4/15/2016 17:29:59,4/15/2016 17:31:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/16/2016 12:31:22,4/16/2016 12:31:22,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/16/2016 20:46:06,4/16/2016 20:46:12,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/17/2016 0:20:57,4/17/2016 0:20:57,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/17/2016 3:35:23,4/17/2016 3:35:23,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/17/2016 11:04:21,4/17/2016 11:04:21,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/17/2016 21:51:21,4/17/2016 21:51:21,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 6:27:54,4/18/2016 6:27:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 7:06:54,4/18/2016 7:06:54,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 7:51:05,4/18/2016 7:51:05,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 12:40:39,4/18/2016 12:40:39,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 13:24:09,4/18/2016 13:24:09,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 14:06:22,4/18/2016 14:06:22,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 18:57:14,4/18/2016 18:57:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/18/2016 20:42:05,4/18/2016 20:42:13,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/19/2016 4:14:14,4/19/2016 4:14:14,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/19/2016 9:38:07,4/19/2016 9:38:10,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/20/2016 2:59:17,4/20/2016 2:59:17,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/20/2016 4:48:12,4/20/2016 4:48:21,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/21/2016 15:21:39,4/21/2016 15:21:39,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/22/2016 10:12:55,4/22/2016 10:12:55,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/22/2016 11:55:52,4/22/2016 11:55:52,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/22/2016 18:38:35,4/22/2016 18:38:42,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 9:48:31,4/23/2016 9:48:31,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 18:21:35,4/23/2016 18:21:35,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 20:21:37,4/23/2016 20:21:37,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 21:18:07,4/23/2016 21:18:07,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 21:59:56,4/23/2016 21:59:57,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/23/2016 22:58:17,4/23/2016 22:58:18,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/24/2016 12:32:49,4/24/2016 12:32:49,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/24/2016 22:48:55,4/24/2016 22:48:55,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/25/2016 0:33:12,4/25/2016 0:33:12,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/25/2016 9:14:31,4/25/2016 9:14:31,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/25/2016 13:21:37,4/25/2016 13:22:01,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/25/2016 16:37:09,4/25/2016 16:37:09,
Antarc_EIE_01,Abartlett,Pm,regular-click,4/25/2016 20:10:22,4/25/2016 20:10:22,
